"type","estimate","model_name"
"test_rmse",16.5052695038836,"BARLEY_OATS_PEANUTS_LAR_0.2_model"
"test_BARLEY_rmse",17.7802142833388,"BARLEY_OATS_PEANUTS_LAR_0.2_model"
"test_OATS_rmse",17.7054094446912,"BARLEY_OATS_PEANUTS_LAR_0.2_model"
"test_PEANUTS_rmse",11.7176904583207,"BARLEY_OATS_PEANUTS_LAR_0.2_model"
"train_rmse",12.3375290332788,"BARLEY_OATS_PEANUTS_LAR_0.2_model"
"test_rsq",0.232951963305414,"BARLEY_OATS_PEANUTS_LAR_0.2_model"
"test_BARLEY_rsq",0.233587029203624,"BARLEY_OATS_PEANUTS_LAR_0.2_model"
"test_OATS_rsq",0.207858223625736,"BARLEY_OATS_PEANUTS_LAR_0.2_model"
"test_PEANUTS_rsq",0.351527133294702,"BARLEY_OATS_PEANUTS_LAR_0.2_model"
"train_rsq",0.594595656833004,"BARLEY_OATS_PEANUTS_LAR_0.2_model"
"test_mae",12.9046299758805,"BARLEY_OATS_PEANUTS_LAR_0.2_model"
"test_BARLEY_mae",14.4536839404833,"BARLEY_OATS_PEANUTS_LAR_0.2_model"
"test_OATS_mae",13.6914588899553,"BARLEY_OATS_PEANUTS_LAR_0.2_model"
"test_PEANUTS_mae",9.4127292919854,"BARLEY_OATS_PEANUTS_LAR_0.2_model"
"train_mae",9.44575331592749,"BARLEY_OATS_PEANUTS_LAR_0.2_model"
"test_rmse",17.2581184988259,"BARLEY_OATS_PEANUTS_LAR_0.3_model"
"test_BARLEY_rmse",19.1304220969738,"BARLEY_OATS_PEANUTS_LAR_0.3_model"
"test_OATS_rmse",17.4448685684937,"BARLEY_OATS_PEANUTS_LAR_0.3_model"
"test_PEANUTS_rmse",13.6121312240748,"BARLEY_OATS_PEANUTS_LAR_0.3_model"
"train_rmse",11.6420499379409,"BARLEY_OATS_PEANUTS_LAR_0.3_model"
"test_rsq",0.273839620116441,"BARLEY_OATS_PEANUTS_LAR_0.3_model"
"test_BARLEY_rsq",0.335956195535823,"BARLEY_OATS_PEANUTS_LAR_0.3_model"
"test_OATS_rsq",0.225305828075407,"BARLEY_OATS_PEANUTS_LAR_0.3_model"
"test_PEANUTS_rsq",0.320486821040702,"BARLEY_OATS_PEANUTS_LAR_0.3_model"
"train_rsq",0.724159230275831,"BARLEY_OATS_PEANUTS_LAR_0.3_model"
"test_mae",12.8572821462185,"BARLEY_OATS_PEANUTS_LAR_0.3_model"
"test_BARLEY_mae",14.3934371193157,"BARLEY_OATS_PEANUTS_LAR_0.3_model"
"test_OATS_mae",12.9619963988028,"BARLEY_OATS_PEANUTS_LAR_0.3_model"
"test_PEANUTS_mae",10.4110155804619,"BARLEY_OATS_PEANUTS_LAR_0.3_model"
"train_mae",9.14717170688305,"BARLEY_OATS_PEANUTS_LAR_0.3_model"
"test_rmse",15.7445229998334,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_BARLEY_rmse",17.5112363529852,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_OATS_rmse",17.874700687045,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_PEANUTS_rmse",12.1798822544511,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_SUGARBEETS_rmse",8.11475471923851,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_TOBACCO_rmse",7.66843680660861,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"train_rmse",10.8555035313438,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_rsq",0.17931204714451,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_BARLEY_rsq",0.0469868041566406,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_OATS_rsq",0.201392201973601,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_PEANUTS_rsq",0.32835643173411,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_SUGARBEETS_rsq",0.0261487183103219,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_TOBACCO_rsq",0.0859548532311612,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"train_rsq",0.695189229847647,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_mae",12.1488368236845,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_BARLEY_mae",13.730316634091,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_OATS_mae",14.3004637655445,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_PEANUTS_mae",9.42772433238542,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_SUGARBEETS_mae",7.31190704842304,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_TOBACCO_mae",6.32233910654601,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"train_mae",8.10108630390207,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.2_model"
"test_rmse",15.6606347276845,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_BARLEY_rmse",17.4610897361883,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_OATS_rmse",17.7268184060811,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_PEANUTS_rmse",11.6867116180815,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_SUGARBEETS_rmse",10.5573467709261,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_TOBACCO_rmse",6.02307752564797,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"train_rmse",11.2956519748999,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_rsq",0.247989616844104,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_BARLEY_rsq",0.148371017941488,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_OATS_rsq",0.245785962256989,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_PEANUTS_rsq",0.424447140482382,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_SUGARBEETS_rsq",0.70729178029442,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_TOBACCO_rsq",0.0418449807069549,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"train_rsq",0.729266916242572,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_mae",11.4613446798768,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_BARLEY_mae",13.3823665316022,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_OATS_mae",13.2711421166378,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_PEANUTS_mae",9.02125637480157,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_SUGARBEETS_mae",8.99652573877732,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_TOBACCO_mae",4.37571680156156,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"train_mae",8.699542408054,"BARLEY_OATS_PEANUTS_SUGARBEETS_TOBACCO_LAR_0.3_model"
"test_rmse",14.5667046941497,"COR_COT_BAR_SOR_WHE_SOY_PEA_OAT_LAR_0.2_model"
"test_BARLEY_rmse",17.6791519508778,"COR_COT_BAR_SOR_WHE_SOY_PEA_OAT_LAR_0.2_model"
"test_CORN_rmse",14.0679614591535,"COR_COT_BAR_SOR_WHE_SOY_PEA_OAT_LAR_0.2_model"
"test_COTTON_rmse",14.7438857777884,"COR_COT_BAR_SOR_WHE_SOY_PEA_OAT_LAR_0.2_model"
"test_OATS_rmse",19.4986599710567,"COR_COT_BAR_SOR_WHE_SOY_PEA_OAT_LAR_0.2_model"
"test_PEANUTS_rmse",12.1213721635038,"COR_COT_BAR_SOR_WHE_SOY_PEA_OAT_LAR_0.2_model"
"test_SORGHUM_rmse",17.0156458132131,"COR_COT_BAR_SOR_WHE_SOY_PEA_OAT_LAR_0.2_model"
